year,competition_name,event_name,final_group,crew_name,organization,rank,time
2022,第100回全日本選手権大会,男子シングルスカル,Final B,野口 皓平,米子漕艇C,1,08:13.51
2022,第100回全日本選手権大会,男子シングルスカル,Final B,山田 雄恒,立教大学,2,08:15.25
2022,第100回全日本選手権大会,男子シングルスカル,Final B,武田 大作,愛媛大学黒汐会,3,08:23.65
2022,第100回全日本選手権大会,男子シングルスカル,Final B,春名 祐希,三重選抜,4,08:26.31
2022,第100回全日本選手権大会,男子シングルスカル,Final B,宮澤 翔也,東海大学,5,08:27.89
2022,第100回全日本選手権大会,男子シングルスカル,Final B,近藤 海斗,明治大学,6,08:40.94
2022,第100回全日本選手権大会,男子シングルスカル,Final A,荒川 龍太,NTT東日本,1,07:37.37
2022,第100回全日本選手権大会,男子シングルスカル,Final A,武田 匡弘,関西電力,2,07:55.09
2022,第100回全日本選手権大会,男子シングルスカル,Final A,岡田 遼太,滋賀レイクスターズ,3,08:07.65
2022,第100回全日本選手権大会,男子シングルスカル,Final A,岡山 凛之,早稲田大学,4,08:09.94
2022,第100回全日本選手権大会,男子シングルスカル,Final A,北野上 隼人,日本体育大学,5,08:13.20
2022,第100回全日本選手権大会,男子シングルスカル,Final A,奥田 紋吉,トヨタRC,6,08:23.37
2022,第100回全日本選手権大会,女子シングルスカル,Final B,中川 奈穂,東北大学,1,09:04.75
2022,第100回全日本選手権大会,女子シングルスカル,Final B,庄司 祐美子,デンソー,2,09:05.93
2022,第100回全日本選手権大会,女子シングルスカル,Final B,渡邊 夏帆,トヨタRC,3,09:08.11
2022,第100回全日本選手権大会,女子シングルスカル,Final B,神 杏奈,中央大学,4,09:09.45
2022,第100回全日本選手権大会,女子シングルスカル,Final B,山本 天空,岐阜協立大学,5,09:20.05
2022,第100回全日本選手権大会,女子シングルスカル,Final B,黒木 秀里,鹿屋体育大学,6,09:22.13
2022,第100回全日本選手権大会,女子シングルスカル,Final A,西原 佳,プリントパック,1,08:45.56
2022,第100回全日本選手権大会,女子シングルスカル,Final A,榊原 春奈,トヨタ自動車,2,08:46.16
2022,第100回全日本選手権大会,女子シングルスカル,Final A,廣内 映美,明治安田生命,3,08:57.82
2022,第100回全日本選手権大会,女子シングルスカル,Final A,四方 美咲,陽進堂,4,09:01.88
2022,第100回全日本選手権大会,女子シングルスカル,Final A,川村 海,関西電力,5,09:02.47
2022,第100回全日本選手権大会,女子シングルスカル,Final A,飯島 佐和子,一橋大学,6,09:22.83
2022,第100回全日本選手権大会,男子ダブルスカル,Final B,トヨタRC,トヨタRC,1,07:45.00
2022,第100回全日本選手権大会,男子ダブルスカル,Final B,同志社大学,同志社大学,2,07:50.46
2022,第100回全日本選手権大会,男子ダブルスカル,Final B,富山国際大学,富山国際大学,3,07:54.81
2022,第100回全日本選手権大会,男子ダブルスカル,Final B,チョープロ,チョープロ,4,08:15.79
2022,第100回全日本選手権大会,男子ダブルスカル,Final A,NTT東日本,NTT東日本,1,07:00.53
2022,第100回全日本選手権大会,男子ダブルスカル,Final A,アイリスオーヤマ,アイリスオーヤマ,2,07:01.09
2022,第100回全日本選手権大会,男子ダブルスカル,Final A,早稲田大学,早稲田大学,3,07:11.80
2022,第100回全日本選手権大会,男子ダブルスカル,Final A,日本大学,日本大学,4,07:18.06
2022,第100回全日本選手権大会,男子ダブルスカル,Final A,関西電力,関西電力,5,07:27.00
2022,第100回全日本選手権大会,男子ダブルスカル,Final A,中部電力,中部電力,6,07:30.87
2022,第100回全日本選手権大会,女子ダブルスカル,Final A,アイリスオーヤマ,アイリスオーヤマ,1,07:43.19
2022,第100回全日本選手権大会,女子ダブルスカル,Final A,戸田中央総合病院RC,戸田中央総合病院RC,2,07:53.40
2022,第100回全日本選手権大会,女子ダブルスカル,Final A,同志社大学,同志社大学,3,08:05.30
2022,第100回全日本選手権大会,女子ダブルスカル,Final A,富山国際大学,富山国際大学,4,08:13.20
2022,第100回全日本選手権大会,女子ダブルスカル,Final A,成立学園高校,成立学園高校,5,08:15.74
2022,第100回全日本選手権大会,女子ダブルスカル,Final A,早稲田大学,早稲田大学,6,08:28.78
2022,第100回全日本選手権大会,男子ペア,Final B,東レ滋賀,東レ滋賀,1,07:46.63
2022,第100回全日本選手権大会,男子ペア,Final B,筑波大学,筑波大学,2,07:57.95
2022,第100回全日本選手権大会,男子ペア,Final B,大阪公立大学市立,大阪公立大学市立,3,07:58.61
2022,第100回全日本選手権大会,男子ペア,Final B,立教大学,立教大学,4,08:10.09
2022,第100回全日本選手権大会,男子ペア,Final B,中央大学,中央大学,5,08:12.56
2022,第100回全日本選手権大会,男子ペア,Final A,富山国際大学,富山国際大学,1,07:35.47
2022,第100回全日本選手権大会,男子ペア,Final A,トヨタ紡織,トヨタ紡織,2,07:41.34
2022,第100回全日本選手権大会,男子ペア,Final A,戸田中央総合病院RC,戸田中央総合病院RC,3,07:42.10
2022,第100回全日本選手権大会,男子ペア,Final A,慶應義塾大学,慶應義塾大学,4,07:46.17
2022,第100回全日本選手権大会,男子ペア,Final A,日本大学,日本大学,5,07:51.65
2022,第100回全日本選手権大会,男子ペア,Final A,大阪大学,大阪大学,6,07:52.73
2022,第100回全日本選手権大会,女子ペア,Final A,関西電力,関西電力,1,08:27.56
2022,第100回全日本選手権大会,女子ペア,Final A,立命館大学,立命館大学,2,08:54.88
2022,第100回全日本選手権大会,女子ペア,Final A,立教大学,立教大学,3,09:03.15
2022,第100回全日本選手権大会,女子ペア,Final A,明治大学,明治大学,4,09:13.59
2022,第100回全日本選手権大会,男子フォア,Final B,仙台大学,仙台大学,1,06:40.76
2022,第100回全日本選手権大会,男子フォア,Final B,慶應義塾大学,慶應義塾大学,2,06:41.33
2022,第100回全日本選手権大会,男子フォア,Final B,東京経済大学,東京経済大学,3,06:42.87
2022,第100回全日本選手権大会,男子フォア,Final B,立教大学,立教大学,4,06:42.90
2022,第100回全日本選手権大会,男子フォア,Final B,中央大学,中央大学,5,06:43.67
2022,第100回全日本選手権大会,男子フォア,Final B,一橋大学,一橋大学,6,06:48.81
