year,competition_name,event_name,final_group,crew_name,organization,rank,time
2009,Japan Cup 第31回全日本軽量級選手権大会,男子舵手なしペア,Final B,明治大学,明治大学,3,07:24.05
2009,Japan Cup 第31回全日本軽量級選手権大会,男子舵手なしペア,Final B,龍谷大学,龍谷大学,4,07:29.54
2009,Japan Cup 第31回全日本軽量級選手権大会,男子舵手なしペア,Final A,明治安田生命,明治安田生命,1,07:01.68
2009,Japan Cup 第31回全日本軽量級選手権大会,男子舵手なしペア,Final A,NTT東日本東京,NTT東日本東京,2,07:03.97
2009,Japan Cup 第31回全日本軽量級選手権大会,男子舵手なしペア,Final A,アイリスオーヤマ,アイリスオーヤマ,3,07:06.68
2009,Japan Cup 第31回全日本軽量級選手権大会,男子舵手なしペア,Final A,日本大学,日本大学,4,07:19.73
2009,Japan Cup 第31回全日本軽量級選手権大会,男子シングルスカル,Final B,浦山 喬晴,日本大学,1,07:35.16
2009,Japan Cup 第31回全日本軽量級選手権大会,男子シングルスカル,Final B,中島 和紀,JINZU‐SC,2,07:36.65
2009,Japan Cup 第31回全日本軽量級選手権大会,男子シングルスカル,Final B,木村 稔,富山国際大学A,3,07:39.43
2009,Japan Cup 第31回全日本軽量級選手権大会,男子シングルスカル,Final B,村上 健太,稲門艇友会,4,07:51.20
2009,Japan Cup 第31回全日本軽量級選手権大会,男子シングルスカル,Final A,武田 大作,ダイキ,1,07:18.25
2009,Japan Cup 第31回全日本軽量級選手権大会,男子シングルスカル,Final A,久保 武大,明治安田生命BC,2,07:31.20
2009,Japan Cup 第31回全日本軽量級選手権大会,男子シングルスカル,Final A,今井 祐樹,岐阜経済大学A,3,07:32.13
2009,Japan Cup 第31回全日本軽量級選手権大会,男子シングルスカル,Final A,伊藤 清剛,明治大学A,4,07:40.88
2009,Japan Cup 第31回全日本軽量級選手権大会,女子シングルスカル,Final B,埜田 祐里恵,日本体育大学A,1,08:22.01
2009,Japan Cup 第31回全日本軽量級選手権大会,女子シングルスカル,Final B,藤阪 美由紀,明治安田生命B,2,08:22.19
2009,Japan Cup 第31回全日本軽量級選手権大会,女子シングルスカル,Final B,稀代 智美,明治安田生命A,3,08:31.78
2009,Japan Cup 第31回全日本軽量級選手権大会,女子シングルスカル,Final B,川原田 絵美,デンソーA,4,08:33.48
2009,Japan Cup 第31回全日本軽量級選手権大会,女子シングルスカル,Final A,岩本 亜希子,アイリスオーヤマ,1,08:09.53
2009,Japan Cup 第31回全日本軽量級選手権大会,女子シングルスカル,Final A,晦日 尚子,早稲田大学A,2,08:11.09
2009,Japan Cup 第31回全日本軽量級選手権大会,女子シングルスカル,Final A,坂東 慧子,中部電力,3,08:13.95
2009,Japan Cup 第31回全日本軽量級選手権大会,女子シングルスカル,Final A,東山 渚,TB物流サービス,4,08:22.64
2009,Japan Cup 第31回全日本軽量級選手権大会,男子舵手なしフォア,Final B,筑紫RC,筑紫RC,1,07:05.68
2009,Japan Cup 第31回全日本軽量級選手権大会,男子舵手なしフォア,Final B,立教大学,立教大学,2,07:06.63
2009,Japan Cup 第31回全日本軽量級選手権大会,男子舵手なしフォア,Final B,松山大学,松山大学,3,07:07.01
2009,Japan Cup 第31回全日本軽量級選手権大会,男子舵手なしフォア,Final B,東京経済大学,東京経済大学,4,07:15.70
2009,Japan Cup 第31回全日本軽量級選手権大会,男子舵手なしフォア,Final A,戸田中央総合病院RC,戸田中央総合病院RC,1,06:46.08
2009,Japan Cup 第31回全日本軽量級選手権大会,男子舵手なしフォア,Final A,仙台大学,仙台大学,2,06:48.27
2009,Japan Cup 第31回全日本軽量級選手権大会,男子舵手なしフォア,Final A,慶應義塾大学,慶應義塾大学,3,06:58.74
2009,Japan Cup 第31回全日本軽量級選手権大会,男子舵手なしフォア,Final A,京都大学,京都大学,4,07:05.53
2009,Japan Cup 第31回全日本軽量級選手権大会,男子舵手なしクオドルプル,Final B,トヨタ自動車,トヨタ自動車,1,06:34.51
2009,Japan Cup 第31回全日本軽量級選手権大会,男子舵手なしクオドルプル,Final B,富山国際大学A,富山国際大学A,2,06:36.84
2009,Japan Cup 第31回全日本軽量級選手権大会,男子舵手なしクオドルプル,Final B,瀬田漕艇クラブ,瀬田漕艇クラブ,3,06:39.16
2009,Japan Cup 第31回全日本軽量級選手権大会,男子舵手なしクオドルプル,Final B,品川白煉瓦,品川白煉瓦,4,06:45.24
2009,Japan Cup 第31回全日本軽量級選手権大会,男子舵手なしクオドルプル,Final A,Hong Kong China Rowing Associa,Hong Kong China Rowing Associa,1,06:20.00
2009,Japan Cup 第31回全日本軽量級選手権大会,男子舵手なしクオドルプル,Final A,住友金属鹿島,住友金属鹿島,2,06:26.35
2009,Japan Cup 第31回全日本軽量級選手権大会,男子舵手なしクオドルプル,Final A,日本大学,日本大学,3,06:28.65
2009,Japan Cup 第31回全日本軽量級選手権大会,男子舵手なしクオドルプル,Final A,日本体育大学,日本体育大学,4,06:30.81
2009,Japan Cup 第31回全日本軽量級選手権大会,女子舵手付きクオドルプル,Final B,関西電力小浜,関西電力小浜,1,07:38.35
2009,Japan Cup 第31回全日本軽量級選手権大会,女子舵手付きクオドルプル,Final B,法政大学,法政大学,2,07:43.37
2009,Japan Cup 第31回全日本軽量級選手権大会,女子舵手付きクオドルプル,Final B,富山国際大学,富山国際大学,3,07:48.99
2009,Japan Cup 第31回全日本軽量級選手権大会,女子舵手付きクオドルプル,Final B,龍谷大学A,龍谷大学A,4,08:00.02
2009,Japan Cup 第31回全日本軽量級選手権大会,女子舵手付きクオドルプル,Final A,早稲田大学A,早稲田大学A,1,07:25.71
2009,Japan Cup 第31回全日本軽量級選手権大会,女子舵手付きクオドルプル,Final A,仙台大学,仙台大学,2,07:28.71
2009,Japan Cup 第31回全日本軽量級選手権大会,女子舵手付きクオドルプル,Final A,立命館大学,立命館大学,3,07:29.22
2009,Japan Cup 第31回全日本軽量級選手権大会,女子舵手付きクオドルプル,Final A,早稲田大学B,早稲田大学B,4,07:30.88
2009,Japan Cup 第31回全日本軽量級選手権大会,男子エイト,Final A,NTT東日本東京,NTT東日本東京,1,05:59.47
2009,Japan Cup 第31回全日本軽量級選手権大会,男子エイト,Final A,トヨタ紡織,トヨタ紡織,2,06:01.66
2009,Japan Cup 第31回全日本軽量級選手権大会,男子エイト,Final A,中部電力,中部電力,3,06:08.44
2009,Japan Cup 第31回全日本軽量級選手権大会,男子エイト,Final A,中央大学,中央大学,4,06:13.63
2009,Japan Cup 第31回全日本軽量級選手権大会,男子エイト,Final A,早稲田大学,早稲田大学,5,06:19.11
2009,Japan Cup 第31回全日本軽量級選手権大会,男子エイト,Final A,防衛大学校,防衛大学校,6,06:51.69
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手付きフォア,Final B,一橋大学,一橋大学,1,06:41.57
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手付きフォア,Final B,早稲田大学,早稲田大学,2,06:47.97
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手付きフォア,Final B,名古屋大学,名古屋大学,3,06:48.76
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手付きフォア,Final B,山口大学,山口大学,4,06:52.52
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手付きフォア,Final A,仙台大学,仙台大学,1,06:40.11
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手付きフォア,Final A,日本大学,日本大学,2,06:42.91
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手付きフォア,Final A,富山国際大学,富山国際大学,3,06:44.54
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手付きフォア,Final A,法政大学,法政大学,4,06:47.32
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子ダブルスカル,Final B,茨城大学,茨城大学,1,07:07.01
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子ダブルスカル,Final B,愛媛大学,愛媛大学,2,07:08.91
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子ダブルスカル,Final B,東京外国語大学,東京外国語大学,3,07:10.06
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子ダブルスカル,Final B,立命館大学,立命館大学,4,07:10.15
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子ダブルスカル,Final A,日本大学,日本大学,1,06:56.79
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子ダブルスカル,Final A,明治大学,明治大学,2,07:03.68
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子ダブルスカル,Final A,富山国際大学,富山国際大学,3,07:08.57
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子ダブルスカル,Final A,東海大学,東海大学,4,07:09.09
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,女子ダブルスカル,Final B,早稲田大学,早稲田大学,1,07:40.19
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,女子ダブルスカル,Final B,明治大学,明治大学,2,07:45.91
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,女子ダブルスカル,Final B,仙台大学,仙台大学,3,07:46.13
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,女子ダブルスカル,Final B,山口大学,山口大学,4,07:55.30
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,女子ダブルスカル,Final A,慶應義塾大学,慶應義塾大学,1,07:37.95
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,女子ダブルスカル,Final A,日本女子体育大学,日本女子体育大学,2,07:45.75
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,女子ダブルスカル,Final A,法政大学,法政大学,3,07:46.81
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,女子ダブルスカル,Final A,一橋大学,一橋大学,4,07:48.11
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手なしペア,Final B,中央大学,中央大学,1,07:17.40
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手なしペア,Final B,日本体育大学,日本体育大学,2,07:24.28
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手なしペア,Final B,明治大学,明治大学,3,07:25.34
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手なしペア,Final B,岡山大学,岡山大学,4,07:37.67
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手なしペア,Final A,日本大学,日本大学,1,07:03.27
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手なしペア,Final A,京都大学,京都大学,2,07:07.75
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手なしペア,Final A,龍谷大学,龍谷大学,3,07:09.76
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手なしペア,Final A,一橋大学,一橋大学,4,07:10.07
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,女子舵手なしペア,Final B,立命館大学,立命館大学,1,08:20.34
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,女子舵手なしペア,Final B,日本体育大学,日本体育大学,2,08:23.28
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,女子舵手なしペア,Final B,早稲田大学,早稲田大学,3,08:31.82
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,女子舵手なしペア,Final B,島根大学,島根大学,4,08:45.68
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,女子舵手なしペア,Final A,明治大学,明治大学,1,08:02.46
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,女子舵手なしペア,Final A,仙台大学,仙台大学,2,08:04.69
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,女子舵手なしペア,Final A,法政大学,法政大学,3,08:13.77
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,女子舵手なしペア,Final A,龍谷大学,龍谷大学,4,08:13.84
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子シングルスカル,Final B,瀧口 慶,東京外国語大学,1,07:37.34
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子シングルスカル,Final B,新谷 健介,立教大学,2,07:39.69
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子シングルスカル,Final B,野村 雄太,京都大学,3,07:40.23
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子シングルスカル,Final B,江藤 崇夫,静岡大学,4,07:47.24
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子シングルスカル,Final A,杉崎 高久,日本大学,1,07:48.74
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子シングルスカル,Final A,今井 祐樹,岐阜経済大学,2,07:50.49
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子シングルスカル,Final A,木村 稔,富山国際大学,3,07:57.06
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子シングルスカル,Final A,田頭 知也,松山大学,4,08:02.69
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,女子シングルスカル,Final B,堀田 茉希,岐阜経済大学,1,08:36.10
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,女子シングルスカル,Final B,櫻井 郁子,中央大学,2,08:36.67
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,女子シングルスカル,Final B,野崎 千聖,岡山大学,3,08:41.85
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,女子シングルスカル,Final B,秋篠 薫,東海大学理工学部,4,08:43.98
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,女子シングルスカル,Final A,埜田 祐里恵,日本体育大学,1,08:24.20
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,女子シングルスカル,Final A,晦日 尚子,早稲田大学,2,08:24.50
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,女子シングルスカル,Final A,野木 保菜美,法政大学,3,08:33.43
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,女子シングルスカル,Final A,中山 友紀,明治大学,4,08:39.75
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手付きペア,Final B,岐阜経済大学,岐阜経済大学,1,07:59.68
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手付きペア,Final B,立命館大学,立命館大学,2,08:03.69
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手付きペア,Final B,京都大学,京都大学,3,08:06.98
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手付きペア,Final B,早稲田大学,早稲田大学,4,08:08.77
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手付きペア,Final A,日本大学,日本大学,1,07:41.79
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手付きペア,Final A,明治大学,明治大学,2,07:44.88
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手付きペア,Final A,一橋大学,一橋大学,3,07:45.66
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手付きペア,Final A,慶應義塾大学,慶應義塾大学,4,07:47.42
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手なしフォア,Final B,京都大学,京都大学,1,06:36.58
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手なしフォア,Final B,中央大学,中央大学,2,06:39.16
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手なしフォア,Final B,立教大学,立教大学,3,06:41.52
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手なしフォア,Final B,慶應義塾大学,慶應義塾大学,4,06:41.53
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手なしフォア,Final B,一橋大学,一橋大学,5,06:43.54
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手なしフォア,Final A,日本大学,日本大学,1,06:25.68
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手なしフォア,Final A,仙台大学,仙台大学,2,06:27.12
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手なしフォア,Final A,立命館大学,立命館大学,3,06:31.60
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手なしフォア,Final A,明治大学,明治大学,4,06:34.41
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手なしクォドルプル,Final B,富山国際大学,富山国際大学,1,06:19.66
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手なしクォドルプル,Final B,岐阜経済大学,岐阜経済大学,2,06:33.06
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手なしクォドルプル,Final B,龍谷大学,龍谷大学,3,06:33.70
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手なしクォドルプル,Final B,一橋大学,一橋大学,4,06:37.54
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手なしクォドルプル,Final A,日本大学,日本大学,1,06:08.48
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手なしクォドルプル,Final A,日本体育大学,日本体育大学,2,06:13.78
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手なしクォドルプル,Final A,東京経済大学,東京経済大学,3,06:17.31
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子舵手なしクォドルプル,Final A,明治大学,明治大学,4,06:20.03
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,女子舵手付クォドルプル,Final B,立教大学,立教大学,1,07:17.57
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,女子舵手付クォドルプル,Final B,日本体育大学,日本体育大学,2,07:23.65
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,女子舵手付クォドルプル,Final B,富山国際大学,富山国際大学,3,07:33.33
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,女子舵手付クォドルプル,Final B,京都大学,京都大学,4,07:33.56
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,女子舵手付クォドルプル,Final A,早稲田大学,早稲田大学,1,07:10.05
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,女子舵手付クォドルプル,Final A,東京経済大学,東京経済大学,2,07:14.56
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,女子舵手付クォドルプル,Final A,立命館大学,立命館大学,3,07:15.90
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,女子舵手付クォドルプル,Final A,仙台大学,仙台大学,4,07:16.78
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子エイト,Final B,京都大学,京都大学,1,05:56.21
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子エイト,Final B,中央大学,中央大学,2,05:56.67
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子エイト,Final B,慶應義塾大学,慶應義塾大学,3,06:01.33
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子エイト,Final B,東北大学,東北大学,4,06:02.13
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子エイト,Final A,日本大学,日本大学,1,05:51.77
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子エイト,Final A,仙台大学,仙台大学,2,05:54.93
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子エイト,Final A,早稲田大学,早稲田大学,3,05:57.47
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,男子エイト,Final A,一橋大学,一橋大学,4,06:01.51
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,オックスフォード盾エイト,Final B,警視庁,警視庁,1,06:29.65
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,オックスフォード盾エイト,Final B,熊本大学,熊本大学,2,06:39.09
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,オックスフォード盾エイト,Final B,一橋大学,一橋大学,3,06:41.25
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,オックスフォード盾エイト,Final B,関西大学,関西大学,4,06:41.28
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,オックスフォード盾エイト,Final A,中部電力,中部電力,1,05:55.54
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,オックスフォード盾エイト,Final A,トヨタ紡織,トヨタ紡織,2,05:59.91
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,オックスフォード盾エイト,Final A,中国電力,中国電力,3,06:14.14
2009,第36回全日本大学選手権大会／第49回オックスフォード盾レガッタ,オックスフォード盾エイト,Final A,雑草RC,雑草RC,4,06:25.18
2009,第87回全日本選手権大会,男子シングルスカル,Final B,武田 康嗣,JINZU‐SC,1,07:24.16
2009,第87回全日本選手権大会,男子シングルスカル,Final B,北村 光幸,関西電力美浜,2,07:26.58
2009,第87回全日本選手権大会,男子シングルスカル,Final B,野崎 鷹昭,トヨタ紡織,3,07:29.51
2009,第87回全日本選手権大会,男子シングルスカル,Final B,今井 祐樹,岐阜経済大学,4,07:31.60
2009,第87回全日本選手権大会,男子シングルスカル,Final A,武田 大作,ダイキ,1,06:57.71
2009,第87回全日本選手権大会,男子シングルスカル,Final A,久保 武大,明治安田生命BC,2,07:14.06
2009,第87回全日本選手権大会,男子シングルスカル,Final A,山崎 大也,中部電力,3,07:15.58
2009,第87回全日本選手権大会,男子シングルスカル,Final A,杉崎 高久,日本大学,4,07:20.90
2009,第87回全日本選手権大会,女子シングルスカル,Final B,熊倉 美咲,戸田中央総合病院RC,1,08:11.11
2009,第87回全日本選手権大会,女子シングルスカル,Final B,高塚 紘子,中部電力,2,08:18.36
2009,第87回全日本選手権大会,女子シングルスカル,Final B,青山 恭子,株式会社ビワコ銀行,3,08:27.64
2009,第87回全日本選手権大会,女子シングルスカル,Final B,首藤 多佳子,明治安田生命,4,08:32.78
2009,第87回全日本選手権大会,女子シングルスカル,Final A,赤尾 知美,日田高校,1,07:58.52
2009,第87回全日本選手権大会,女子シングルスカル,Final A,岩本 亜希子,アイリスオーヤマ,2,08:04.19
2009,第87回全日本選手権大会,女子シングルスカル,Final A,東山 渚,TB物流サービス,3,08:06.16
2009,第87回全日本選手権大会,女子シングルスカル,Final A,埜田 祐里恵,日本体育大学,4,08:07.81
2009,第87回全日本選手権大会,男子ダブルスカル,Final B,JINZU‐SC,JINZU‐SC,1,06:47.21
2009,第87回全日本選手権大会,男子ダブルスカル,Final B,東京外国語大学,東京外国語大学,2,06:50.74
2009,第87回全日本選手権大会,男子ダブルスカル,Final B,オムニ歯科A.C,オムニ歯科A.C,3,06:53.24
2009,第87回全日本選手権大会,男子ダブルスカル,Final B,富山国際大学,富山国際大学,4,06:55.71
2009,第87回全日本選手権大会,男子ダブルスカル,Final A,アイリスオーヤマ,アイリスオーヤマ,1,06:34.79
2009,第87回全日本選手権大会,男子ダブルスカル,Final A,日本大学,日本大学,2,06:48.94
2009,第87回全日本選手権大会,男子ダブルスカル,Final A,立命館大学,立命館大学,3,06:49.85
2009,第87回全日本選手権大会,男子ダブルスカル,Final A,関西電力美浜,関西電力美浜,4,06:51.70
2009,第87回全日本選手権大会,女子ダブルスカル,Final B,一橋大学,一橋大学,1,07:37.68
2009,第87回全日本選手権大会,女子ダブルスカル,Final B,明治大学,明治大学,2,07:38.35
2009,第87回全日本選手権大会,女子ダブルスカル,Final B,今治造船,今治造船,3,07:40.85
2009,第87回全日本選手権大会,女子ダブルスカル,Final B,仙台大学,仙台大学,4,07:46.14
2009,第87回全日本選手権大会,女子ダブルスカル,Final A,東京経済大学,東京経済大学,1,07:27.71
2009,第87回全日本選手権大会,女子ダブルスカル,Final A,早稲田大学,早稲田大学,2,07:30.73
2009,第87回全日本選手権大会,女子ダブルスカル,Final A,日本女子体育大学,日本女子体育大学,3,07:33.49
2009,第87回全日本選手権大会,女子ダブルスカル,Final A,デンソー,デンソー,4,07:33.93
2009,第87回全日本選手権大会,男子舵手なしペア,Final B,明治大学,明治大学,1,07:02.07
2009,第87回全日本選手権大会,男子舵手なしペア,Final B,東レ滋賀,東レ滋賀,2,07:03.56
2009,第87回全日本選手権大会,男子舵手なしペア,Final B,日本大学,日本大学,3,07:05.44
2009,第87回全日本選手権大会,男子舵手なしペア,Final B,東京大学,東京大学,4,07:11.10
2009,第87回全日本選手権大会,男子舵手なしペア,Final A,明治安田生命,明治安田生命,1,06:56.92
2009,第87回全日本選手権大会,男子舵手なしペア,Final A,一橋大学,一橋大学,2,06:59.06
2009,第87回全日本選手権大会,男子舵手なしペア,Final A,関西電力美浜,関西電力美浜,3,07:00.44
2009,第87回全日本選手権大会,男子舵手なしペア,Final A,京都大学,京都大学,4,07:02.80
2009,第87回全日本選手権大会,女子舵手なしペア,Final B,東北大学,東北大学,1,08:06.77
2009,第87回全日本選手権大会,女子舵手なしペア,Final B,龍谷大学,龍谷大学,2,08:08.50
2009,第87回全日本選手権大会,女子舵手なしペア,Final B,立命館大学,立命館大学,3,08:09.14
