year,competition_name,event_name,final_group,crew_name,organization,rank,time
2024,第102回全日本ローイング選手権大会,男子シングルスカル,Final B,間 祐輔,仙台大学,1,07:39.40
2024,第102回全日本ローイング選手権大会,男子シングルスカル,Final B,大南 孝一郎,愛媛大学,2,07:41.09
2024,第102回全日本ローイング選手権大会,男子シングルスカル,Final B,御手洗 航,今治造船,3,07:42.46
2024,第102回全日本ローイング選手権大会,男子シングルスカル,Final B,江畠 慧斉,中部電力,4,07:45.39
2024,第102回全日本ローイング選手権大会,男子シングルスカル,Final B,西條 翔風,東海大学,5,07:46.65
2024,第102回全日本ローイング選手権大会,男子シングルスカル,Final B,藤田 棟也,日本大学,6,07:47.23
2024,第102回全日本ローイング選手権大会,男子シングルスカル,Final A,西村 光生,アイリスオーヤマ,1,07:16.90
2024,第102回全日本ローイング選手権大会,男子シングルスカル,Final A,石塚 慎之助,TeamSSP,2,07:30.58
2024,第102回全日本ローイング選手権大会,男子シングルスカル,Final A,渡辺 龍一郎,NTT東日本,3,07:32.55
2024,第102回全日本ローイング選手権大会,男子シングルスカル,Final A,若松 草汰,トヨタ紡織,4,07:33.16
2024,第102回全日本ローイング選手権大会,男子シングルスカル,Final A,志賀 充真,関西電力,5,07:41.84
2024,第102回全日本ローイング選手権大会,男子シングルスカル,Final A,山田 雄恒,立教大学,6,07:50.29
2024,第102回全日本ローイング選手権大会,女子シングルスカル,Final B,杉田 葵,富山国際大学,1,08:30.66
2024,第102回全日本ローイング選手権大会,女子シングルスカル,Final B,長谷川 穗,明治安田生命,2,08:31.64
2024,第102回全日本ローイング選手権大会,女子シングルスカル,Final B,野村 明日香,東北大学,3,08:31.84
2024,第102回全日本ローイング選手権大会,女子シングルスカル,Final B,新見 萌恵,東京海洋大学,4,08:32.04
2024,第102回全日本ローイング選手権大会,女子シングルスカル,Final B,山領 夏実,今治ローイングクラブ,5,08:46.99
2024,第102回全日本ローイング選手権大会,女子シングルスカル,Final B,西田 雅,関西学院大学,6,08:55.82
2024,第102回全日本ローイング選手権大会,女子シングルスカル,Final A,米川 志保,トヨタ自動車,1,08:04.82
2024,第102回全日本ローイング選手権大会,女子シングルスカル,Final A,西原 佳,プリントパック,2,08:11.69
2024,第102回全日本ローイング選手権大会,女子シングルスカル,Final A,角谷 真緒,アイリスオーヤマ,3,08:12.48
2024,第102回全日本ローイング選手権大会,女子シングルスカル,Final A,馬野 彩加,関西電力,4,08:34.45
2024,第102回全日本ローイング選手権大会,女子シングルスカル,Final A,中島 真央,成立学園高校,5,08:38.06
2024,第102回全日本ローイング選手権大会,女子シングルスカル,Final A,小野寺 紗耶,早稲田大学,6,08:41.87
2024,第102回全日本ローイング選手権大会,男子ダブルスカル,Final B,TeamSSP,TeamSSP,1,06:51.54
2024,第102回全日本ローイング選手権大会,男子ダブルスカル,Final B,日本大学,日本大学,2,06:54.17
2024,第102回全日本ローイング選手権大会,男子ダブルスカル,Final B,筑波大学,筑波大学,3,07:34.22
2024,第102回全日本ローイング選手権大会,男子ダブルスカル,Final A,NTT東日本,NTT東日本,1,06:28.88
2024,第102回全日本ローイング選手権大会,男子ダブルスカル,Final A,米子漕艇クラブ,米子漕艇クラブ,2,06:41.78
2024,第102回全日本ローイング選手権大会,男子ダブルスカル,Final A,立命館大学,立命館大学,3,06:44.37
2024,第102回全日本ローイング選手権大会,男子ダブルスカル,Final A,埼玉県警察機動隊,埼玉県警察機動隊,4,06:49.29
2024,第102回全日本ローイング選手権大会,男子ダブルスカル,Final A,中部電力,中部電力,5,06:50.19
2024,第102回全日本ローイング選手権大会,男子ダブルスカル,Final A,日本体育大学,日本体育大学,6,06:52.00
2024,第102回全日本ローイング選手権大会,女子ダブルスカル,Final B,同志社大学,同志社大学,1,07:50.98
2024,第102回全日本ローイング選手権大会,女子ダブルスカル,Final B,館林女子高校,館林女子高校,2,07:52.53
2024,第102回全日本ローイング選手権大会,女子ダブルスカル,Final B,関西みらい銀行,関西みらい銀行,3,07:54.86
2024,第102回全日本ローイング選手権大会,女子ダブルスカル,Final B,龍谷大学,龍谷大学,4,08:06.54
2024,第102回全日本ローイング選手権大会,女子ダブルスカル,Final A,TeamSSP,TeamSSP,1,07:29.20
2024,第102回全日本ローイング選手権大会,女子ダブルスカル,Final A,トヨタRC,トヨタRC,2,07:31.17
2024,第102回全日本ローイング選手権大会,女子ダブルスカル,Final A,早稲田大学,早稲田大学,3,07:33.16
2024,第102回全日本ローイング選手権大会,女子ダブルスカル,Final A,戸田中央総合病院RC,戸田中央総合病院RC,4,07:37.91
2024,第102回全日本ローイング選手権大会,女子ダブルスカル,Final A,東北大学,東北大学,5,07:42.89
2024,第102回全日本ローイング選手権大会,女子ダブルスカル,Final A,今治造船,今治造船,6,07:47.16
2024,第102回全日本ローイング選手権大会,男子ペア,Final A,明治大学,明治大学,1,06:48.74
2024,第102回全日本ローイング選手権大会,男子ペア,Final A,日本大学,日本大学,2,06:53.75
2024,第102回全日本ローイング選手権大会,男子ペア,Final A,トヨタ紡織,トヨタ紡織,3,06:56.63
2024,第102回全日本ローイング選手権大会,男子ペア,Final A,金沢大学,金沢大学,4,06:59.64
2024,第102回全日本ローイング選手権大会,男子ペア,Final A,戸田中央総合病院RC,戸田中央総合病院RC,5,07:07.98
2024,第102回全日本ローイング選手権大会,男子ペア,Final A,滋賀レイクスターズ,滋賀レイクスターズ,6,07:15.97
2024,第102回全日本ローイング選手権大会,女子ペア,Final B,神戸大学,神戸大学,1,08:04.44
2024,第102回全日本ローイング選手権大会,女子ペア,Final B,大阪大学,大阪大学,2,08:09.35
2024,第102回全日本ローイング選手権大会,女子ペア,Final B,早稲田大学,早稲田大学,3,08:12.28
2024,第102回全日本ローイング選手権大会,女子ペア,Final A,NTT東日本,NTT東日本,1,07:42.54
2024,第102回全日本ローイング選手権大会,女子ペア,Final A,滋賀大学,滋賀大学,2,07:49.85
2024,第102回全日本ローイング選手権大会,女子ペア,Final A,立教大学,立教大学,3,07:53.96
2024,第102回全日本ローイング選手権大会,女子ペア,Final A,明治大学,明治大学,4,07:54.48
2024,第102回全日本ローイング選手権大会,女子ペア,Final A,立命館大学,立命館大学,5,08:03.20
2024,第102回全日本ローイング選手権大会,女子ペア,Final A,慶應義塾大学,慶應義塾大学,6,08:04.34
2024,第102回全日本ローイング選手権大会,男子フォア,Final B,日本大学,日本大学,1,06:34.41
