year,competition_name,event_name,final_group,crew_name,organization,rank,time
2015,第37回全日本軽量級選手権大会,男子シングルスカル,Final B,吉原 至,中部電力D,1,07:59.23
2015,第37回全日本軽量級選手権大会,男子シングルスカル,Final B,濱木 一也,中部電力B,2,08:01.38
2015,第37回全日本軽量級選手権大会,男子シングルスカル,Final B,西本 絢也,トヨタ紡織E,3,08:02.30
2015,第37回全日本軽量級選手権大会,男子シングルスカル,Final B,奥村 武,中部電力C,4,08:05.02
2015,第37回全日本軽量級選手権大会,男子シングルスカル,Final A,福井 康,東レ滋賀,1,07:48.49
2015,第37回全日本軽量級選手権大会,男子シングルスカル,Final A,池田 裕紀,トヨタ紡織A,2,07:52.49
2015,第37回全日本軽量級選手権大会,男子シングルスカル,Final A,塚本 章良,トヨタ紡織B,3,07:55.47
2015,第37回全日本軽量級選手権大会,男子シングルスカル,Final A,西川 勝也,トヨタ紡織C,4,08:07.53
2015,第37回全日本軽量級選手権大会,女子シングルスカル,Final B,山野 早也香,和歌山RC,1,08:35.37
2015,第37回全日本軽量級選手権大会,女子シングルスカル,Final B,杉原 参智,今治造船,2,08:36.29
2015,第37回全日本軽量級選手権大会,女子シングルスカル,Final B,大堀 玲奈,明治大学A,3,08:36.63
2015,第37回全日本軽量級選手権大会,女子シングルスカル,Final B,青山 恭子,関西アーバン銀行,4,08:49.65
2015,第37回全日本軽量級選手権大会,女子シングルスカル,Final A,大門 千紗,日田林工高校,1,08:20.67
2015,第37回全日本軽量級選手権大会,女子シングルスカル,Final A,鈴木 亜由子,明治安田生命A,2,08:32.38
2015,第37回全日本軽量級選手権大会,女子シングルスカル,Final A,末廣 あすみ,デンソー,3,08:36.32
2015,第37回全日本軽量級選手権大会,女子シングルスカル,Final A,領木 暦,関西大学,4,09:05.60
2015,第37回全日本軽量級選手権大会,男子ダブルスカル,Final B,中央大学A,中央大学A,1,07:35.53
2015,第37回全日本軽量級選手権大会,男子ダブルスカル,Final B,富山国際大学A,富山国際大学A,2,07:38.01
2015,第37回全日本軽量級選手権大会,男子ダブルスカル,Final B,立命館大学,立命館大学,3,07:42.70
2015,第37回全日本軽量級選手権大会,男子ダブルスカル,Final B,同志社大学,同志社大学,4,07:45.99
2015,第37回全日本軽量級選手権大会,男子ダブルスカル,Final A,今治造船,今治造船,1,07:21.86
2015,第37回全日本軽量級選手権大会,男子ダブルスカル,Final A,岐阜経済大学A,岐阜経済大学A,2,07:27.61
2015,第37回全日本軽量級選手権大会,男子ダブルスカル,Final A,東京経済大学,東京経済大学,3,07:30.48
2015,第37回全日本軽量級選手権大会,男子ダブルスカル,Final A,瀬田漕艇クラブ,瀬田漕艇クラブ,4,07:31.82
2015,第37回全日本軽量級選手権大会,女子ダブルスカル,Final B,中部電力,中部電力,1,08:24.25
2015,第37回全日本軽量級選手権大会,女子ダブルスカル,Final B,明治大学B,明治大学B,2,08:29.59
2015,第37回全日本軽量級選手権大会,女子ダブルスカル,Final B,仙台大学,仙台大学,3,08:30.09
2015,第37回全日本軽量級選手権大会,女子ダブルスカル,Final B,日本体育大学,日本体育大学,4,08:31.21
2015,第37回全日本軽量級選手権大会,女子ダブルスカル,Final A,筑波大学,筑波大学,1,08:09.66
2015,第37回全日本軽量級選手権大会,女子ダブルスカル,Final A,早稲田大学A,早稲田大学A,2,08:22.45
2015,第37回全日本軽量級選手権大会,女子ダブルスカル,Final A,龍谷大学,龍谷大学,3,08:25.81
2015,第37回全日本軽量級選手権大会,女子ダブルスカル,Final A,明治大学A,明治大学A,4,08:29.27
2015,第37回全日本軽量級選手権大会,男子舵手なしペア,Final B,中部電力B,中部電力B,1,07:17.44
2015,第37回全日本軽量級選手権大会,男子舵手なしペア,Final B,中央大学,中央大学,2,07:19.19
2015,第37回全日本軽量級選手権大会,男子舵手なしペア,Final B,明治大学B,明治大学B,3,07:20.33
2015,第37回全日本軽量級選手権大会,男子舵手なしペア,Final B,中部電力A,中部電力A,4,07:27.16
